INSTNM,CITY,STABBR,LATITUDE,LONGITUDE,SAT_AVG,UGDS,UG,COSTT4_A,COSTT4_P,UNEMP_RATE,MN_EARN_WNE_P10
Columbia College,Columbia,MO,38.957899,-92.326544,NULL,15141,7797,17312,NULL,3.299999952,41900
Conception Seminary College,Conception,MO,40.24044,-94.682831,1105,86,93,31890,NULL,2.690000057,PrivacySuppressed
Concordia Seminary,Saint Louis,MO,38.63816,-90.312041,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
Cottey College,Nevada,MO,37.836127,-94.371311,1019,269,311,29170,NULL,3.160000086,33500
Covenant Theological Seminary,Saint Louis,MO,38.643066,-90.451323,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Crowder College,Neosho,MO,36.811709,-94.363218,NULL,4285,1719,9166,NULL,3.220000029,28600
Culver-Stockton College,Canton,MO,40.130064,-91.526682,986,931,821,34565,NULL,3.220000029,41100
Drury University,Springfield,MO,37.219757,-93.285773,1185,3790,4053,33480,NULL,3.180000067,35800
East Central College,Union,MO,38.430296,-90.975535,NULL,2914,3190,11081,NULL,2.730000019,30000
Eden Theological Seminary,Webster Groves,MO,38.592307,-90.345605,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL
Elaine Steven Beauty College,Saint Louis,MO,38.761399,-90.278574,NULL,180,23,NULL,17314,5.679999828,18300
Pinnacle Career Institute-South Kansas City,Kansas City,MO,38.942064,-94.579691,NULL,580,146,24907,NULL,3.450000048,34500
Evangel University,Springfield,MO,37.220956,-93.262614,1055,1788,1488,32183,NULL,3.160000086,38800
Fontbonne University,Saint Louis,MO,38.642697,-90.315712,1052,1121,1377,32882,NULL,3.950000048,44500
Forest Institute of Professional Psychology,Springfield,MO,37.189914,-93.2937,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL
Four Rivers Career Center,Washington,MO,38.547707,-91.020914,NULL,36,36,23423,NULL,2.390000105,PrivacySuppressed
Ozarks Technical Community College,Springfield,MO,37.216479,-93.279985,NULL,12373,6343,11454,NULL,3.400000095,31200
Hannibal-LaGrange University,Hannibal,MO,39.730785,-91.391423,NULL,865,1150,29079,NULL,3.329999924,35700
Harris-Stowe State University,Saint Louis,MO,38.631744,-90.224288,NULL,1256,1835,14587,NULL,6.559999943,30300
Hickey College,Saint Louis,MO,38.709193,-90.408635,NULL,415,380,20955,NULL,3.619999886,30200
House of Heavilin Beauty College-Kansas City,Kansas City,MO,39.023092,-94.574045,NULL,37,45,NULL,18720,6.130000114,16300
Independence College of Cosmetology,Independence,MO,39.079522,-94.425816,NULL,47,61,NULL,17918,3.269999981,21800
Jefferson College,Hillsboro,MO,38.259889,-90.558954,NULL,4705,3876,10434,NULL,3.359999895,31800
Paul Mitchell the School-Missouri Columbia,Columbia,MO,38.969222,-92.310417,NULL,53,27,NULL,13341,3.079999924,PrivacySuppressed
Barnes-Jewish College Goldfarb School of Nursing,Saint Louis,MO,38.636881,-90.260648,NULL,592,341,NULL,NULL,3.579999924,56000
Kansas City Art Institute,Kansas City,MO,39.046353,-94.583594,1086,650,527,48454,NULL,2.690000057,32100
Kenrick Glennon Seminary,Saint Louis,MO,38.584608,-90.324024,NULL,61,NULL,31995,NULL,NULL,NULL
A T Still University of Health Sciences,Kirksville,MO,40.193648,-92.589183,NULL,NULL,NULL,NULL,NULL,3.420000076,235900
Lake Career and Technical Center,Camdenton,MO,38.006275,-92.733697,NULL,19,30,5625,NULL,3.089999914,PrivacySuppressed
Lex La-Ray Technical Center,Lexington,MO,39.174204,-93.86742,NULL,35,40,NULL,16707,2.880000114,PrivacySuppressed
Lincoln University,Jefferson City,MO,38.564409,-92.168509,NULL,2377,3128,15202,NULL,4.340000153,32100
Lindenwood University,Saint Charles,MO,38.788203,-90.502825,1038,7986,3991,30929,NULL,3.200000048,44500
State Technical College of Missouri,Linn,MO,38.468301,-91.811298,NULL,1177,377,15612,NULL,2.799999952,41500
Logan University,Chesterfield,MO,38.63133,-90.542333,NULL,47,110,NULL,NULL,3.039999962,51000
Metropolitan Community College-Kansas City,Kansas City,MO,39.06855,-94.591181,NULL,15547,8117,12226,NULL,3.599999905,31800
Lutheran School of Nursing,Saint Louis,MO,38.590633,-90.226027,NULL,219,59,27980,NULL,NULL,47500
Maryville University of Saint Louis,Saint Louis,MO,38.645474,-90.505096,1137,2736,2573,39236,NULL,2.809999943,49900
Merrell University of Beauty Arts and Science,Jefferson City,MO,38.571277,-92.198331,NULL,105,52,NULL,18391,2.730000019,25100
Metro Business College-Cape Girardeau,Cape Girardeau,MO,37.327199,-89.565222,NULL,118,50,16789,NULL,3.200000048,20500
Midwest Institute,Fenton,MO,38.541682,-90.462402,NULL,225,78,NULL,23754,4.179999828,21500
Midwestern Baptist Theological Seminary,Kansas City,MO,39.185691,-94.573185,970,346,110,19733,NULL,2.49000001,PrivacySuppressed
Mineral Area College,Park Hills,MO,37.845614,-90.482675,NULL,3778,2702,13289,NULL,3.710000038,28500
Westwood College-O'Hare Airport,Chicago,IL,41.986072,-87.83878,NULL,311,18,30189,NULL,3.859999895,36300
Missouri Baptist University,Saint Louis,MO,38.642017,-90.462606,984,1706,2574,32293,NULL,3.329999924,36400
National Academy of Beauty Arts-Farmington,Farmington,MO,37.787881,-90.434241,NULL,47,32,NULL,13720,3.710000038,PrivacySuppressed
Missouri College,Brentwood,MO,38.626527,-90.336949,NULL,584,544,23556,NULL,4.360000134,23900
Missouri School of Barbering & Hairstyling-St. Louis,Florissant,MO,38.798449,-90.324023,NULL,19,20,NULL,13067,5.170000076,PrivacySuppressed
Missouri Southern State University,Joplin,MO,37.095722,-94.460893,990,5076,5785,13542,NULL,3.49000001,36200
Missouri Tech,Saint Charles,MO,38.768141,-90.522986,NULL,105,204,23900,NULL,3.569999933,38200
Missouri Valley College,Marshall,MO,39.108655,-93.190236,NULL,1383,1549,29173,NULL,3.200000048,37700
Missouri Western State University,Saint Joseph,MO,39.7575,-94.785643,NULL,4783,5089,15805,NULL,3.390000105,35900
University of Missouri-Columbia,Columbia,MO,38.941015,-92.326429,1166,27276,18058,22943,NULL,2.869999886,54700
University of Missouri-Kansas City,Kansas City,MO,39.035366,-94.578039,1129,8127,8091,24436,NULL,3.150000095,54600
Missouri University of Science and Technology,Rolla,MO,37.955853,-91.7759,1283,6418,3698,21798,NULL,3.049999952,64700
University of Missouri-St Louis,Saint Louis,MO,38.711297,-90.308886,1105,8936,12737,22165,NULL,3.619999886,45000
Moberly Area Community College,Moberly,MO,39.418607,-92.455064,NULL,4167,2938,11979,NULL,3.019999981,30900
Hillyard Technical Center,Saint Joseph,MO,39.768022,-94.808721,NULL,146,85,NULL,19927,3.190000057,35200
National Academy of Beauty Arts-St Louis,Saint Louis,MO,38.523473,-90.362748,NULL,115,151,NULL,14985,3.200000048,20700
Nazarene Theological Seminary,Kansas City,MO,39.01078,-94.566459,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Neosho Beauty College,Neosho,MO,36.869945,-94.3682,NULL,38,49,NULL,12238,3.299999952,13200
Truman State University,Kirksville,MO,40.188238,-92.580531,1226,5394,5812,19368,NULL,2.819999933,47500
Northwest Missouri State University,Maryville,MO,40.352706,-94.884341,1051,5222,5568,17376,NULL,2.769999981,41900
Ozark Christian College,Joplin,MO,37.105242,-94.510906,NULL,726,739,19321,NULL,3.180000067,30700
College of the Ozarks,Point Lookout,MO,36.616019,-93.238174,1074,1433,1414,26900,NULL,3.269999981,36900
Park University,Parkville,MO,39.189477,-94.677086,NULL,9750,9024,19322,NULL,3.539999962,49000
Stevens-The Institute of Business & Arts,Saint Louis,MO,38.63292,-90.201111,NULL,143,122,24204,NULL,4.909999847,27000
Poplar Bluff Technical Career Center,Poplar Bluff,MO,36.7555,-90.3945,NULL,47,20,NULL,23027,3.950000048,29600
Ranken Technical College,Saint Louis,MO,38.652886,-90.249045,NULL,1851,1329,22451,NULL,3.799999952,48800
Research College of Nursing,Kansas City,MO,39.008747,-94.558087,NULL,281,143,NULL,NULL,2.589999914,58700
Rockhurst University,Kansas City,MO,39.030843,-94.571249,1164,1671,2034,43750,NULL,2.680000067,50300
Rolla Technical Institute/Center,Rolla,MO,37.94702,-91.749081,NULL,145,280,NULL,16590,3.599999905,29400
Everest College-Springfield,Springfield,MO,37.18165,-93.304743,NULL,232,861,26013,NULL,4.440000057,27600
Saint Louis University,Saint Louis,MO,38.636516,-90.23343,1239,7822,9821,52310,NULL,3.039999962,60500
Salem College of Hairstyling,Rolla,MO,37.94439,-91.78492,NULL,48,41,NULL,8783,3.640000105,PrivacySuppressed
Sanford-Brown College-Fenton,Fenton,MO,38.524676,-90.476278,NULL,15,316,NULL,NULL,4.389999866,29600
American College of Hair Design Inc,Sedalia,MO,38.699237,-93.253073,NULL,29,NULL,NULL,17400,3.150000095,PrivacySuppressed
Sikeston Career and Technology Center,Sikeston,MO,36.875089,-89.569276,NULL,46,87,NULL,17400,4.099999905,31700
Saint Louis Christian College,Florissant,MO,38.775771,-90.294569,990,166,195,16116,NULL,3.730000019,32800
St Louis College of Pharmacy,Saint Louis,MO,38.637165,-90.260357,1188,693,833,39799,NULL,2.99000001,100000
Saint Louis Community College,Saint Louis,MO,38.62273,-90.190701,NULL,19362,6749,11923,NULL,5.110000134,31000
Saint Paul School of Theology,Leawood,KS,38.8803,-94.641251,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL
Southwest Baptist University,Bolivar,MO,37.601603,-93.410451,1070,2477,2714,29870,NULL,3.230000019,35900
Missouri State University-West Plains,West Plains,MO,36.729574,-91.857838,NULL,1571,1525,16714,NULL,3.609999895,28400
Saint Luke's College of Health Sciences,Kansas City,MO,39.05216,-94.594501,NULL,372,106,NULL,NULL,2.220000029,58900
St Louis College of Health Careers-St Louis,Saint Louis,MO,38.631599,-90.260564,NULL,305,443,NULL,29051,6.309999943,25300
State Fair Community College,Sedalia,MO,38.699145,-93.269608,NULL,4024,3207,11015,NULL,3,32100
Stephens College,Columbia,MO,38.950631,-92.322997,1064,667,722,42776,NULL,3.180000067,34200
Southeast Missouri State University,Cape Girardeau,MO,37.31575,-89.529119,1050,9382,7758,17405,NULL,3.480000019,40000
Missouri State University-Springfield,Springfield,MO,37.197983,-93.276821,1090,16177,14699,19251,NULL,3.039999962,41200
Three Rivers Community College,Poplar Bluff,MO,36.775114,-90.430212,NULL,3055,2641,12845,NULL,3.819999933,29300
North Central Missouri College,Trenton,MO,40.077753,-93.618207,NULL,1182,1402,12089,NULL,2.569999933,30100
Truman Medical Center School of Nurse Anesthesia,Kansas City,MO,39.085029,-94.575771,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Kansas City University of Medicine and Biosciences,Kansas City,MO,39.107553,-94.561374,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL
Washington University in St Louis,Saint Louis,MO,38.648125,-90.311639,1478,6913,6695,63755,NULL,3.039999962,82200
Webster University,Saint Louis,MO,38.589269,-90.345654,1105,3349,3639,39110,NULL,3.160000086,45200
Wentworth Military Academy and College,Lexington,MO,39.187108,-93.872974,NULL,385,309,30439,NULL,2.900000095,30000
Westminster College,Fulton,MO,38.847764,-91.954345,1114,943,686,34470,NULL,2.809999943,46300
William Jewell College,Liberty,MO,39.247848,-94.41207,1141,1043,1442,43791,NULL,2.640000105,46500
William Woods University,Fulton,MO,38.857864,-91.949273,1042,990,1011,34371,NULL,2.829999924,38900
Academy of Cosmetology,Bozeman,MT,45.680504,-111.039768,NULL,29,28,NULL,12641,3.779999971,PrivacySuppressed
Blackfeet Community College,Browning,MT,48.551632,-113.009373,NULL,482,299,14971,NULL,14.97000027,19200
Butte Academy of Beauty Culture,Butte,MT,46.0121,-112.540163,NULL,46,23,NULL,14056,4.199999809,PrivacySuppressed
Highlands College of Montana Tech,Butte,MT,45.937702,-112.509233,NULL,569,401,13107,NULL,4.119999886,50900
Crevier's Academy of Cosmetology Arts,Kalispell,MT,48.201459,-114.318951,NULL,82,NULL,NULL,9960,NULL,NULL
Carroll College,Helena,MT,46.602202,-112.04053,1133,1410,1251,40762,NULL,3.529999971,47600
Dawson Community College,Glendive,MT,47.085225,-104.725241,NULL,237,449,12262,NULL,3.519999981,37500
Chief Dull Knife College,Lame Deer,MT,45.625559,-106.66459,NULL,168,461,9189,NULL,9.949999809,20900
Montana State University-Billings,Billings,MT,45.796896,-108.523009,NULL,4071,3336,15893,NULL,3.619999886,38100
Flathead Valley Community College,Kalispell,MT,48.227389,-114.327258,NULL,1625,1822,12907,NULL,4.610000134,28900
Aaniiih Nakoda College,Harlem,MT,48.53309,-108.78364,NULL,124,295,12060,NULL,10.52000046,22200
Fort Peck Community College,Poplar,MT,48.113569,-105.193021,NULL,323,400,9835,NULL,11.15999985,19500
Great Falls College Montana State University,Great Falls,MT,47.485581,-111.269558,NULL,1479,148,13337,NULL,3.900000095,30900
University of Great Falls,Great Falls,MT,47.490279,-111.270167,NULL,1035,893,32581,NULL,4.110000134,31300
Helena College University of Montana,Helena,MT,46.595384,-112.016035,NULL,1065,763,14646,NULL,3.390000105,34700
Little Big Horn College,Crow Agency,MT,45.603654,-107.457048,NULL,256,320,11100,NULL,10.64999962,16500
Miles Community College,Miles City,MT,46.404636,-105.826609,NULL,345,195,10788,NULL,3.380000114,35900
Modern Beauty School Inc,Missoula,MT,46.88111,-114.024111,NULL,46,29,NULL,11252,4.230000019,PrivacySuppressed
Montana Tech of the University of Montana,Butte,MT,46.012164,-112.557,1125,1868,1420,16598,NULL,4.119999886,50900
Montana State University,Bozeman,MT,45.666829,-111.049918,1128,13117,10441,18886,NULL,3.789999962,44500
The University of Montana,Missoula,MT,46.861074,-113.98294,1075,10969,10666,18059,NULL,4.179999828,40100
Montana State University-Northern,Havre,MT,48.541054,-109.686457,917,1125,1389,16190,NULL,5.150000095,37900
Rocky Mountain College,Billings,MT,45.796765,-108.553899,1031,903,784,34355,NULL,4.039999962,48700
Salish Kootenai College,Pablo,MT,47.596864,-114.107191,NULL,818,1042,13035,NULL,7.53000021,26600
The University of Montana-Western,Dillon,MT,45.208306,-112.639264,NULL,1337,1160,14792,NULL,3.650000095,34400
La'James International College,Fremont,NE,41.44576,-96.482042,NULL,24,66,NULL,17532,2.319999933,15900
Bellevue University,Bellevue,NE,41.150225,-95.91764,NULL,6185,2815,15189,NULL,2.690000057,58600
Clarkson College,Omaha,NE,41.259201,-95.977188,990,739,NULL,24048,NULL,2.380000114,47300
Bryan College of Health Sciences,Lincoln,NE,40.796768,-96.651532,1050,588,137,23203,NULL,2.319999933,52700
Central Community College,Grand Island,NE,40.889582,-98.372549,NULL,4151,7126,10461,NULL,2.25999999,31100
Chadron State College,Chadron,NE,42.820672,-103.002793,NULL,2199,2331,16135,NULL,2.849999905,40900
College of Hair Design-Downtown,Lincoln,NE,40.811227,-96.705118,NULL,98,25,NULL,13296,2.170000076,22200
Concordia University-Nebraska,Seward,NE,40.914853,-97.089054,1067,1232,1180,34816,NULL,2.5,39700
Creighton University,Omaha,NE,41.265325,-95.947029,1200,3977,3765,47780,NULL,2.539999962,66000
Doane University-Arts & Sciences,Crete,NE,40.623107,-96.949656,1060,1064,1517,38380,NULL,2.339999914,46700
Grace University,Omaha,NE,41.244723,-95.92789,1064,387,510,28826,NULL,2.630000114,33600
Hastings College,Hastings,NE,40.590448,-98.373641,1079,1135,1090,36689,NULL,2.140000105,43700
CHI Health School of Radiologic Technology,Omaha,NE,41.321951,-96.019738,NULL,22,15,NULL,NULL,2.930000067,PrivacySuppressed
Joseph's College Cosmetology,Lincoln,NE,40.813464,-96.688545,NULL,229,262,NULL,16372,2.890000105,16300
University of Nebraska at Kearney,Kearney,NE,40.700787,-99.098237,1049,5081,5502,19797,NULL,2.150000095,42100
Kaplan University-Lincoln Campus,Lincoln,NE,40.808915,-96.694181,NULL,548,445,25514,NULL,3.130000114,39400
Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,41.265973,-96.048511,1090,742,370,24527,NULL,2.180000067,49400
Metropolitan Community College Area,Omaha,NE,41.305504,-95.958658,NULL,7275,11534,10179,NULL,2.970000029,31000
Mid-Plains Community College,North Platte,NE,41.110429,-100.748417,NULL,1278,2607,10158,NULL,2.130000114,32700
Midland University,Fremont,NE,41.43675,-96.488354,1010,1236,1025,37710,NULL,2.180000067,42700
Nebraska Christian College,Papillion,NE,41.12314,-96.09437,NULL,134,162,23481,NULL,2.480000019,27900
University of Nebraska at Omaha,Omaha,NE,41.257746,-96.010797,1050,11989,10694,16710,NULL,2.319999933,46100
Kaplan University-Omaha Campus,Omaha,NE,41.309515,-96.072772,NULL,658,487,25314,NULL,3.130000114,39400
Nebraska Indian Community College,Macy,NE,42.116741,-96.351802,NULL,115,170,11903,NULL,9.229999542,18300
University of Nebraska Medical Center,Omaha,NE,41.255137,-95.976147,NULL,828,639,NULL,NULL,2.380000114,89500
Nebraska Wesleyan University,Lincoln,NE,40.838789,-96.648414,1124,1803,1675,38668,NULL,2.119999886,50700
University of Nebraska-Lincoln,Lincoln,NE,40.822272,-96.702177,1146,19979,17968,21286,NULL,2.25999999,49400
Northeast Community College,Norfolk,NE,42.049301,-97.397591,NULL,2726,4520,11478,NULL,2.190000057,36400
Peru State College,Peru,NE,40.474689,-95.732731,NULL,1537,1475,16439,NULL,2.690000057,38400
College of Saint Mary,Omaha,NE,41.240879,-96.020209,NULL,718,947,35927,NULL,2.529999971,40500
Southeast Community College Area,Lincoln,NE,40.81079,-96.62818,NULL,6979,7396,10686,NULL,2.359999895,37700
Union College,Lincoln,NE,40.774778,-96.651095,1030,747,788,31910,NULL,2.940000057,43900
Vatterott College-Spring Valley,Omaha,NE,41.217235,-96.097884,NULL,145,132,22556,NULL,3.069999933,26300
Nebraska College of Technical Agriculture,Curtis,NE,40.635528,-100.510189,NULL,242,234,16250,NULL,2.25999999,49400
Wayne State College,Wayne,NE,42.241612,-97.014241,NULL,2869,2982,15434,NULL,2.349999905,39300
Regional West Medical Center School of Radiologic Technology,Scottsbluff,NE,41.883319,-103.668774,NULL,7,1,NULL,NULL,NULL,NULL
Western Nebraska Community College,Scottsbluff,NE,41.875705,-103.64249,NULL,1363,2264,11838,NULL,3.109999895,31500
York College,York,NE,40.867453,-97.579285,970,402,497,26250,NULL,2.829999924,38100
Academy of Hair Design-Las Vegas,Las Vegas,NV,36.160105,-115.191801,NULL,45,97,NULL,16956,3.950000048,25000
Career College of Northern Nevada,Sparks,NV,39.510978,-119.750697,NULL,581,241,NULL,24198,3.660000086,27000
College of Southern Nevada,Las Vegas,NV,36.158443,-115.233784,NULL,31149,29905,11910,NULL,4.190000057,35500
The Art Institute of Las Vegas,Henderson,NV,36.025768,-115.088269,NULL,952,154,29462,NULL,3.720000029,30300
Everest College-Henderson,Henderson,NV,36.03777,-115.04609,NULL,800,429,27353,NULL,4.119999886,26500
Marinello Schools of Beauty-Las Vegas,Las Vegas,NV,36.173949,-115.064455,NULL,367,93,NULL,17541,4.369999886,22800
University of Nevada-Las Vegas,Las Vegas,NV,36.106994,-115.141153,1000,23329,17327,17781,NULL,3.829999924,47600
University of Nevada-Reno,Reno,NV,39.545052,-119.818424,1081,16330,10134,20675,NULL,3.589999914,52100
Great Basin College,Elko,NV,40.84242,-115.76733,NULL,2095,2978,14521,NULL,4.230000019,37800
Marinello Schools of Beauty-Reno,Reno,NV,39.47846,-119.785261,NULL,217,NULL,NULL,18169,NULL,NULL
