INSTNM,CITY,STABBR,ZIP,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,LATITUDE,LONGITUDE,CCBASIC,CCUGPROF,CCSIZSET,ADM_RATE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,UGDS,UG,NPT4_PUB,NPT4_PRIV,NPT4_PROG,NPT4_OTHER,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,TUITFTE,PFTFTUG1_EF,AGE_ENTRY,UNEMP_RATE,COUNT_NWNE_P10,COUNT_WNE_P10,MN_EARN_WNE_P10,MD_EARN_WNE_P10,COUNT_NWNE_P6,COUNT_WNE_P6,MN_EARN_WNE_P6,MD_EARN_WNE_P6,COUNT_WNE_INC1_P6,COUNT_WNE_INC2_P6,COUNT_WNE_INC3_P6,COUNT_WNE_INDEP0_INC1_P6,COUNT_WNE_INDEP0_P6,COUNT_NWNE_P7,COUNT_WNE_P7,MN_EARN_WNE_P7,SD_EARN_WNE_P7,COUNT_NWNE_P8,COUNT_WNE_P8,MN_EARN_WNE_P8,MD_EARN_WNE_P8,COUNT_NWNE_P9,COUNT_WNE_P9,MN_EARN_WNE_P9,SD_EARN_WNE_P9,ICLEVEL
Westminster College,New Wilmington,PA,16172,1,3,4,2,42,2,41.118456,-80.331376,21,12,11,0.9366,525,525,495,23,22,23,NULL,1055,1142,1470,NULL,21810,NULL,NULL,43709,NULL,33410,33410,NULL,12104,0.8854,19.57815443,3.109999895,36,523,46000,43500,PrivacySuppressed,413,35000,33500,43,126,244,49,398,20,435,37500,22600,30,470,38900,36500,27,488,46100,30200,1
Westminster Theological Seminary,Glenside,PA,19038,1,4,4,2,42,2,40.09858,-75.17638,24,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Westmoreland County Community College,Youngwood,PA,15697-1895,1,2,2,1,42,2,40.234321,-79.564897,5,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5086,5272,3456,NULL,NULL,NULL,7189,NULL,3870,9930,NULL,2870,0.5459,24.60252556,3.529999971,354,1557,32200,29500,322,1843,27300,24300,942,566,335,382,1016,306,1719,29100,19900,340,1926,30700,28200,288,1524,30500,20700,2
Widener University-Main Campus,Chester,PA,19013-5792,3,3,4,2,42,2,39.86158,-75.356718,17,12,13,0.6501,500,525,NULL,22,21,22,NULL,1023,3144,3355,NULL,27188,NULL,NULL,51753,NULL,39830,39830,NULL,21470,0.8377,21.36048527,3.49000001,116,1310,58700,52900,96,1257,46400,42900,369,297,591,126,884,103,1237,51300,31700,120,1289,52700,48500,94,1157,54200,32800,1
Wilkes University,Wilkes-Barre,PA,18766,1,3,4,2,42,2,41.243204,-75.88833,18,13,13,0.7863,515,530,500,NULL,NULL,NULL,NULL,1045,2316,1762,NULL,25446,NULL,NULL,44685,NULL,31262,31262,NULL,15692,0.7358,20.73433962,3.109999895,78,925,58000,49900,44,887,43800,37900,199,249,439,122,807,42,936,51000,35700,60,971,51200,43900,61,861,55200,36200,1
Wilson College,Chambersburg,PA,17201-1285,1,3,4,2,42,2,39.947461,-77.658075,22,6,7,0.3128,475,495,450,22,22,20,NULL,976,516,764,NULL,19495,NULL,NULL,41015,NULL,24380,24380,NULL,11662,0.6772,24.67846608,2.829999924,35,267,34500,32800,34,213,27600,26000,73,73,67,18,112,29,234,31400,18200,33,240,31100,29700,39,220,33700,18500,1
Yeshivath Beth Moshe,Scranton,PA,18505,1,3,3,2,42,2,41.394623,-75.656643,24,10,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,43,NULL,6601,NULL,NULL,14925,NULL,8000,8000,NULL,19448,1,19.125,3.25999999,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1
York College Pennsylvania,York,PA,17403-3651,1,3,4,2,42,2,39.946709,-76.727266,20,12,14,0.4549,520,530,500,23,22,22,NULL,1050,4720,5073,NULL,20705,NULL,NULL,28152,NULL,17630,17630,NULL,13702,0.763,20.29276164,2.450000048,128,1673,51000,47500,69,1598,38900,37400,220,355,1023,125,1449,96,1548,43400,22700,105,1655,44500,43400,115,1543,48800,28400,1
YTI Career Institute-York,York,PA,17402,1,1,2,3,42,2,39.992432,-76.660321,7,4,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1677,1097,NULL,10455,45150,NULL,NULL,14613,NULL,NULL,33140,12780,NULL,25.43291258,2.460000038,171,1309,37600,35900,172,1613,28300,27400,570,521,522,206,1000,165,1380,34100,22100,215,1479,33400,31800,127,919,36900,21800,2
Yorktowne Business Institute,York,PA,17404,1,2,2,3,42,2,39.978059,-76.734353,9,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105,300,NULL,14953,NULL,NULL,21279,NULL,12120,12120,NULL,11073,0.7174,26.31034483,3.029999971,76,266,25300,24800,38,194,21000,20200,99,61,34,28,77,55,256,24400,16000,54,251,22900,22100,64,221,25100,16000,2
Empire Beauty School-Providence,Providence,RI,02903-3052,11,1,1,3,44,1,41.821663,-71.422327,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113,213,NULL,13136,26472,NULL,NULL,18070,NULL,NULL,17250,9221,NULL,25.60028209,3.829999924,28,170,22500,21000,36,130,19100,17300,76,32,PrivacySuppressed,26,66,33,184,21500,14400,33,183,20300,16100,37,168,23100,15100,3
Brown University,Providence,RI,2912,1,3,4,2,44,1,41.827605,-71.404467,15,14,14,0.0874,715,725,725,32,33,31,NULL,1435,6264,6029,NULL,24854,NULL,NULL,60460,NULL,47434,47434,NULL,30816,0.8599,19.36647955,3.279999971,110,920,81500,59700,64,741,56000,45200,168,174,399,76,665,83,741,65600,75100,82,768,68500,54700,87,720,75300,81000,1
Bryant University,Smithfield,RI,02917-1291,1,3,4,2,44,1,41.920149,-71.539147,19,14,14,0.7508,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3302,2901,NULL,39908,NULL,NULL,52507,NULL,38574,38574,NULL,24035,0.8732,19.74365274,2.680000067,51,1043,69900,64500,35,1144,51800,51000,90,216,838,86,1112,51,1061,53800,27500,57,1146,60300,56500,41,1033,61800,38000,1
Johnson & Wales University-Providence,Providence,RI,02903-3703,4,3,4,2,44,1,41.820558,-71.413322,18,11,13,0.8115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8846,8533,NULL,25260,NULL,NULL,40684,NULL,28539,28539,NULL,14467,0.7347,21.03313403,3.390000105,908,7694,38800,35300,569,7216,30700,29100,2175,2047,2994,1429,6295,741,7466,33800,21600,773,7709,35400,33200,804,6914,37000,29100,1
New England Institute of Technology,East Greenwich,RI,02818-1205,1,2,4,2,44,1,41.661783,-71.502892,23,11,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2841,2712,NULL,24737,NULL,NULL,31317,NULL,22371,22371,NULL,16865,0.7803,24.68008785,3.390000105,319,2145,41100,38500,285,2240,33700,31300,712,698,830,338,1514,328,2184,35800,22400,324,2319,38300,36000,341,2088,40500,25000,1
New England Tractor Trailer Training School of Rhode Island,Pawtucket,RI,2860,2,1,1,3,44,1,41.880296,-71.405906,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,135,NULL,NULL,10667,11270,NULL,NULL,12725,NULL,NULL,10195,13777,NULL,32.60082945,4.059999943,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,189,849,33300,31500,460,313,76,39,94,22,109,34800,22300,119,519,36000,34400,NULL,NULL,NULL,NULL,3
Newport School of Hairdressing-Main Campus,Pawtucket,RI,2860,1,1,1,3,44,1,41.877306,-71.384833,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6867,NULL,32.27027027,4.920000076,PrivacySuppressed,59,16800,13900,PrivacySuppressed,50,15100,13800,43,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,20,46,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,34,54,15700,10100,3
Providence College,Providence,RI,02918-0001,1,3,4,2,44,1,41.844064,-71.43792,18,14,14,0.6306,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3936,4405,NULL,35082,NULL,NULL,57517,NULL,44323,44323,NULL,24528,0.8663,20.18258212,2.74000001,71,1112,65300,57700,33,923,45100,44000,86,146,691,72,875,34,958,53000,27800,47,1075,59400,53500,57,1101,63200,48400,1
Rhode Island College,Providence,RI,2908,1,3,4,1,44,1,41.84266,-71.466915,18,7,12,0.6545,460,460,455,19,18,18,7,918,7271,6917,9509,NULL,NULL,NULL,15480,NULL,7602,18300,NULL,6297,0.5982,22.45246914,3.480000019,217,1866,40600,39100,142,1810,32700,30700,574,570,666,276,1383,133,1912,35300,20600,169,1978,37600,35900,164,1735,39500,29300,1
Community College of Rhode Island,Warwick,RI,02886-1807,1,2,2,1,44,1,41.712817,-71.481509,1,1,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16644,15583,6598,NULL,NULL,NULL,10870,NULL,3950,10582,NULL,2947,0.1977,24.3232754,4.079999924,614,3014,33000,29400,503,2920,26600,23300,1825,818,277,821,1561,556,2950,29000,20400,638,3261,29600,26300,593,2686,32800,27600,2
University of Rhode Island,Kingston,RI,2881,1,3,4,1,44,1,41.484691,-71.527356,16,12,16,0.7681,530,540,530,24,NULL,NULL,NULL,1077,13205,10647,18382,NULL,NULL,NULL,26452,NULL,12506,28072,NULL,12695,0.7945,20.15632889,3.170000076,292,3418,53700,47600,190,3258,40500,37000,641,756,1861,369,2903,206,3228,46100,31900,225,3383,49100,44800,233,3299,51200,36300,1
Rhode Island School of Design,Providence,RI,02903-2784,1,3,4,2,44,1,41.825935,-71.407692,30,14,11,0.3259,605,640,630,30,31,30,NULL,1254,2014,1829,NULL,40552,NULL,NULL,61352,NULL,44594,44594,NULL,36379,0.8851,20.40589569,3.140000105,65,499,48200,44300,71,528,37300,34000,169,103,256,51,389,66,465,38100,25800,75,494,44900,42000,67,459,47300,31500,1
Roger Williams University,Bristol,RI,02809-2921,2,3,4,2,44,1,41.647314,-71.261836,19,14,14,0.7794,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4600,3676,NULL,33432,NULL,NULL,48826,NULL,31750,31750,NULL,20789,0.8492,20.51573716,2.579999924,96,1468,50800,47400,52,1256,38800,37800,128,236,892,100,1219,65,1190,42300,26500,71,1285,46900,43400,102,1410,48500,30000,1
Salve Regina University,Newport,RI,02840-4192,1,3,4,2,44,1,41.471445,-71.301125,19,14,11,0.7099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2081,1835,NULL,30950,NULL,NULL,49636,NULL,35690,35690,NULL,18905,0.9016,19.84845251,2.710000038,52,773,51600,49700,30,687,43100,41100,68,143,476,47,671,21,672,43700,23000,30,707,46900,44200,49,732,47900,28400,1
St Joseph School of Nursing,North Providence,RI,2904,1,1,1,2,44,1,41.856096,-71.459428,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114,64,NULL,22688,NULL,NULL,25570,NULL,16861,16861,NULL,11585,NULL,28.52702703,3.359999895,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,32,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2
Empire Beauty School-Warwick,Warwick,RI,2886,12,1,1,3,44,1,41.703675,-71.493264,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63,161,NULL,13432,28152,NULL,NULL,17252,NULL,NULL,17250,9693,NULL,26.33981369,3.150000095,41,175,23000,20000,25,139,17600,14800,67,36,36,18,68,56,204,22200,15800,56,213,23000,19700,32,140,22200,22000,3
Northpoint Bible College,Haverhill,MA,1835,1,3,3,2,25,1,42.765366,-71.079336,24,13,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,300,NULL,NULL,20129,NULL,NULL,24263,NULL,10790,10790,NULL,11024,0.5556,24.12562814,3.130000114,PrivacySuppressed,124,29300,24400,PrivacySuppressed,88,26700,24700,36,26,26,12,61,20,101,24400,16600,PrivacySuppressed,84,25500,27400,15,89,31000,23600,1
Aiken Technical College,Graniteville,SC,29829,1,1,2,1,45,5,33.533633,-81.842423,4,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2270,2268,4842,NULL,NULL,NULL,10067,NULL,3787,9489,NULL,3082,0.3811,26.22133169,3.930000067,207,891,28800,24500,142,827,24200,20700,585,237,PrivacySuppressed,203,323,183,1014,26500,20200,184,924,26500,22500,186,792,28300,20200,2
Allen University,Columbia,SC,29204,1,3,3,2,45,5,34.010348,-81.020045,21,11,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,660,371,NULL,13271,NULL,NULL,20149,NULL,13140,13140,NULL,9347,0.756,21.01067616,4.820000172,87,299,23700,21100,63,263,18300,16600,168,70,25,150,225,78,294,20500,15600,63,324,23300,19400,83,256,22000,17400,1
Anderson University,Anderson,SC,29621-4035,1,3,4,2,45,5,34.515506,-82.640205,19,12,11,0.7152,520,490,519,23,24,22,NULL,1038,2500,1398,NULL,17318,NULL,NULL,36824,NULL,23750,23750,NULL,12871,0.6152,22.7447496,2.839999914,94,555,37200,33600,63,546,29500,28500,123,186,237,79,425,52,520,32600,19000,52,568,33200,31400,91,546,34200,22800,1
Charleston Southern University,Charleston,SC,29406-9121,1,3,4,2,45,5,32.981986,-80.069288,19,13,10,0.5866,490,495,NULL,22,21,20,NULL,997,2949,2315,NULL,18234,NULL,NULL,34528,NULL,22840,22840,NULL,11984,0.666,22.64528509,3.359999895,120,1011,39600,35700,109,1014,29500,27200,350,314,350,192,791,127,1025,33600,25200,138,1019,34900,32100,103,857,38200,27500,1
Technical College of the Lowcountry,Beaufort,SC,29901-1288,1,1,2,1,45,5,32.420197,-80.689468,4,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2244,1776,3906,NULL,NULL,NULL,9885,NULL,4060,8812,NULL,2720,0.2043,27.03644225,3.160000086,203,756,29000,25300,116,662,25600,21500,462,179,PrivacySuppressed,136,239,181,767,27800,22600,166,635,26900,23600,169,701,28500,20200,2
Benedict College,Columbia,SC,29204-1086,1,3,3,2,45,5,34.011285,-81.021412,22,10,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2444,2966,NULL,17105,NULL,NULL,30565,NULL,18288,18288,NULL,10181,0.83,20.59870968,4.579999924,229,1175,24100,21400,135,939,18700,16800,570,259,110,426,788,185,1041,20300,14100,215,1064,22300,20200,238,1087,23200,17800,1
Bob Jones University,Greenville,SC,29614-0001,1,3,4,3,45,5,34.87402,-82.36329,24,12,11,0.8101,544,522,500,23,24,21,7,1052,2553,NULL,NULL,13671,NULL,NULL,22343,NULL,14220,14220,NULL,10190,0.7131,19.90441932,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,78,832,28800,25800,210,371,251,78,746,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,1
Southern Wesleyan University,Central,SC,29630-1020,1,3,4,2,45,5,34.728068,-82.761586,18,11,10,0.6314,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1366,1724,NULL,16611,NULL,NULL,31774,NULL,22950,22950,NULL,12201,0.5053,28.19339045,3.329999924,107,956,46200,40900,52,710,38200,33500,193,304,213,61,237,85,821,42000,28800,87,801,41500,35400,97,952,47200,28700,1
Charleston Cosmetology Institute,Charleston,SC,29420,1,1,1,3,45,5,32.917309,-80.112237,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,130,NULL,14413,15312,NULL,NULL,20258,NULL,NULL,17500,9233,NULL,29.33333333,3.210000038,46,136,22100,19300,PrivacySuppressed,139,19400,16500,65,41,33,23,66,31,131,21400,16200,32,129,22700,19300,28,111,24900,17300,3
College of Charleston,Charleston,SC,29424-0001,1,3,4,1,45,5,32.783142,-79.937251,18,15,16,0.7802,570,560,NULL,25,26,24,NULL,1137,10069,9750,16838,NULL,NULL,NULL,26228,NULL,10981,27971,NULL,12765,0.6924,21.12168208,2.950000048,271,2205,45300,40500,179,1903,33800,30800,442,423,1038,246,1623,177,1877,36800,26300,227,2021,39800,35200,253,2052,43100,32100,1
Charzanne Beauty College,Greenwood,SC,29649,1,1,1,3,45,5,34.211969,-82.136083,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,48,NULL,14817,15041,NULL,NULL,18480,NULL,NULL,16000,307,NULL,26.625,4.059999943,PrivacySuppressed,77,17900,15900,PrivacySuppressed,52,18700,17000,43,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,12,71,18300,11400,PrivacySuppressed,59,15900,13700,18,82,16600,13600,3
Northeastern Technical College,Cheraw,SC,29520,1,2,2,1,45,5,34.698248,-79.939245,7,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1000,982,9314,NULL,NULL,NULL,15105,NULL,3726,6342,NULL,675,0.4543,24.53497942,5.039999962,118,504,25800,23000,79,420,22900,19800,294,124,PrivacySuppressed,122,170,135,577,22300,15600,114,551,22800,20100,102,423,24300,15800,2
Citadel Military College of South Carolina,Charleston,SC,29409,1,3,4,1,45,5,32.796975,-79.961399,18,12,11,0.7554,540,550,500,23,23,23,NULL,1073,2688,1995,17685,NULL,NULL,NULL,25442,NULL,11098,30706,NULL,10986,0.8057,21.48554913,2.970000029,32,612,55800,51900,28,624,41100,36700,109,164,351,69,569,32,589,46800,27300,36,645,50000,46900,31,607,52700,35000,1
Claflin University,Orangeburg,SC,29115-4498,1,3,4,2,45,5,33.497367,-80.854368,21,11,11,0.4377,395,395,NULL,17,16,17,NULL,806,1779,1130,NULL,19987,NULL,NULL,32305,NULL,15010,15010,NULL,10439,0.7524,21.88713911,4.389999866,71,635,30900,27600,51,471,23200,21000,258,136,77,189,350,72,555,25800,18100,71,626,26800,24800,60,555,30900,20900,1
Clemson University,Clemson,SC,29634,1,3,4,1,45,5,34.677329,-82.834463,15,15,16,0.5152,610,635,595,29,NULL,NULL,NULL,1261,17083,14066,16306,NULL,NULL,NULL,26065,NULL,13446,31462,NULL,14109,0.7064,20.45166707,3.049999952,247,2717,56400,50800,166,2932,43700,38500,513,717,1702,297,2701,164,2614,45600,33200,222,3058,48700,43300,225,2886,52400,37400,1
Clinton College,Rock Hill,SC,29730,1,2,3,2,45,5,34.913721,-81.043469,23,10,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,194,NULL,NULL,7173,NULL,NULL,12464,NULL,5320,5320,NULL,4109,0.8015,24.37696335,4.349999905,27,83,17700,12100,PrivacySuppressed,78,15500,14000,58,PrivacySuppressed,PrivacySuppressed,37,63,23,65,18000,13500,PrivacySuppressed,64,20700,18900,25,73,17800,15100,1
Coker College,Hartsville,SC,29550,1,3,4,2,45,5,34.37709,-80.067713,22,13,10,0.509,504,505,NULL,21,NULL,NULL,NULL,992,1138,1002,NULL,14221,NULL,NULL,32818,NULL,25536,25536,NULL,11592,0.5887,24.25841184,4.409999847,77,509,35600,31100,54,403,26600,24700,161,121,121,50,227,66,467,30300,21300,55,469,32100,28800,77,505,35800,26200,1
Columbia International University,Columbia,SC,29203-1513,1,3,4,2,45,5,34.081233,-81.069502,19,13,8,0.3322,555,530,520,21,21,22,NULL,1035,552,644,NULL,18100,NULL,NULL,32220,NULL,19480,19480,NULL,10344,0.581,23.22988506,3.25,71,232,32100,29900,36,158,24600,22000,58,42,58,29,127,58,204,27800,19600,42,180,28500,27600,63,239,29000,18500,1
Columbia College,Columbia,SC,29203,1,3,4,2,45,5,34.062923,-81.001369,19,9,10,0.7905,520,500,NULL,23,23,21,NULL,1033,1117,1206,NULL,16745,NULL,NULL,38479,NULL,27350,27350,NULL,11916,0.4674,29.17861482,3.619999886,72,489,33700,32400,45,354,27100,26300,121,119,114,69,240,45,412,30500,17100,56,410,30800,30100,61,491,34600,22100,1
Converse College,Spartanburg,SC,29302-0006,1,3,4,2,45,5,34.956232,-81.918829,19,12,11,0.5348,535,505,NULL,23,24,22,NULL,1045,822,623,NULL,18163,NULL,NULL,40977,NULL,16500,16500,NULL,8503,0.8473,20.85947047,3.289999962,34,231,33200,31200,26,212,24600,23700,66,69,77,34,148,31,229,29000,17500,41,259,29600,29300,26,233,35400,24800,1
Denmark Technical College,Denmark,SC,29042,1,1,2,1,45,5,33.313355,-81.123629,7,3,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1668,1240,6468,NULL,NULL,NULL,11502,NULL,2734,5158,NULL,1084,0.7963,27.21142285,4.75,303,858,19700,15600,269,854,14700,12300,664,160,30,428,595,335,820,16900,13700,280,833,17600,14800,292,813,20300,17800,2
Erskine College,Due West,SC,29639,1,3,4,2,45,5,34.330674,-82.390797,21,12,8,0.6057,500,520,485,22,22,21,NULL,1016,587,502,NULL,17553,NULL,NULL,46843,NULL,31580,31580,NULL,9095,0.9303,19.72886297,3.180000067,PrivacySuppressed,230,41200,37600,PrivacySuppressed,185,26600,24400,36,53,96,44,182,10,180,32800,19500,PrivacySuppressed,188,34900,32400,16,213,38200,26600,1
Florence-Darlington Technical College,Florence,SC,29501,1,2,2,1,45,5,34.243882,-79.81469,4,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6165,3814,7065,NULL,NULL,NULL,12035,NULL,3934,6022,NULL,2573,0.4222,26.40896159,4.909999847,342,1574,28600,25200,285,1589,24200,20800,1056,405,128,466,834,316,1676,24800,16500,299,1664,26800,23500,316,1440,28300,20600,2
Forrest College,Anderson,SC,29624-2405,1,2,2,3,45,5,34.498989,-82.640728,8,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111,229,NULL,16844,NULL,NULL,21519,NULL,9420,9420,NULL,9421,0.4054,28.92771084,2.950000048,48,162,23300,21700,PrivacySuppressed,82,21500,21000,57,PrivacySuppressed,PrivacySuppressed,10,PrivacySuppressed,38,154,19800,12200,37,142,18600,18100,38,142,21300,15000,2
Francis Marion University,Florence,SC,29506,1,3,4,1,45,5,34.192277,-79.655515,20,11,13,0.5911,480,475,455,19,18,19,NULL,933,3249,2793,10563,NULL,NULL,NULL,18828,NULL,9738,19004,NULL,5787,0.6005,21.00601093,4.230000019,120,1041,37100,33000,95,1031,29200,26900,374,316,341,276,912,100,1084,30200,19700,104,1089,32000,29400,110,925,35600,23500,1
Furman University,Greenville,SC,29613-6162,1,3,4,2,45,5,34.920785,-82.441473,21,14,11,0.6871,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2796,2789,NULL,29080,NULL,NULL,57276,NULL,44668,44668,NULL,22158,0.9365,20.35528331,2.720000029,48,526,55600,46700,28,347,37200,35000,59,98,190,43,312,33,435,40300,25300,30,432,48100,41300,41,481,50600,36800,1
Greenville Technical College,Greenville,SC,29606,1,2,2,1,45,5,34.82156,-82.371051,7,1,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11186,10786,7842,NULL,NULL,NULL,13061,NULL,4094,8438,NULL,3086,0.3947,25.44438531,2.99000001,764,3526,32800,30000,791,4445,27500,24500,2368,1415,662,664,1991,760,4018,30400,20600,856,4545,31200,28300,648,3056,31200,22100,2
Horry-Georgetown Technical College,Conway,SC,29526,1,2,2,1,45,5,33.79614,-79.003611,4,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6533,3693,6164,NULL,NULL,NULL,12264,NULL,3854,6294,NULL,3352,0.2991,25.95657066,3.420000076,458,1973,29200,25400,333,1792,25200,21900,1123,493,176,439,834,446,2034,25900,20700,395,1916,27000,23700,321,1611,28000,20800,2
Kenneth Shuler School of Cosmetology-North Augusta,North Augusta,SC,29841,2,1,1,3,45,5,33.497167,-81.959462,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,129,42,NULL,12677,25392,NULL,NULL,18018,NULL,NULL,16850,10752,NULL,26.09911894,4.079999924,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,68,16500,14300,58,PrivacySuppressed,PrivacySuppressed,10,PrivacySuppressed,17,72,14800,10200,26,77,18800,16800,13,54,22100,14200,3
Kenneth Shuler School of Cosmetology and Nails-Columbia,Columbia,SC,29210,3,1,1,3,45,5,34.045282,-81.132969,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,99,NULL,12083,24480,NULL,NULL,17063,NULL,NULL,16850,9652,NULL,26.6384083,3.869999886,28,99,18600,15200,61,279,16800,14800,189,69,PrivacySuppressed,40,100,37,131,18600,13500,52,182,17400,14200,18,96,19000,12400,3
Lander University,Greenwood,SC,29649-2099,1,3,4,1,45,5,34.201143,-82.166351,22,11,10,0.5778,465,475,445,20,20,20,7,936,2670,2436,13203,NULL,NULL,NULL,21777,NULL,10418,19738,NULL,5622,0.6921,20.22942462,3.49000001,93,884,35900,33600,72,842,29100,27500,264,280,298,221,711,83,849,31500,18800,89,932,32400,30800,92,825,34900,20500,1
Limestone College,Gaffney,SC,29340-3799,1,3,4,2,45,5,35.052919,-81.648033,22,9,10,0.52,505,520,NULL,22,20,21,NULL,1020,3039,1967,NULL,21788,NULL,NULL,36085,NULL,23000,23000,NULL,11408,0.5085,27.6950048,3.789999962,147,940,39500,36400,126,1084,32300,30300,435,386,263,82,355,122,960,36100,23500,150,1109,36600,33100,98,757,37800,25200,1
Lenoir-Rhyne University-Lutheran Theological Southern Seminary,Columbia,SC,29203-5898,1,4,4,2,45,5,34.042019,-81.039018,24,0,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13013,NULL,NULL,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
